model,lab,frame,subset,axis_id,axis_name,score,run_sd
llama33,Meta,egalitarian,b12,scope,Obligation Scope,0.4107,0.0435
llama33,Meta,egalitarian,all48,moral_agent,Moral Agent,0.0499,0.0142
llama33,Meta,egalitarian,all48,authority,Authority,0.2099,0.021
llama33,Meta,egalitarian,all48,domain_boundary,Moral Domain,0.017,0.0206
llama33,Meta,egalitarian,all48,scope,Obligation Scope,0.2744,0.0042
llama33,Meta,hierarchical,b12,moral_agent,Moral Agent,-0.3873,0.057
llama33,Meta,hierarchical,b12,authority,Authority,-0.4247,0.0181
llama33,Meta,hierarchical,b12,domain_boundary,Moral Domain,-0.5931,0.0329
llama33,Meta,hierarchical,b12,scope,Obligation Scope,0.0212,0.0417
llama33,Meta,hierarchical,all48,moral_agent,Moral Agent,-0.3684,0.0212
llama33,Meta,hierarchical,all48,authority,Authority,-0.2079,0.0154
llama33,Meta,hierarchical,all48,domain_boundary,Moral Domain,-0.4105,0.0118
llama33,Meta,hierarchical,all48,scope,Obligation Scope,-0.0512,0.0131
llama33,Meta,individualist,b12,moral_agent,Moral Agent,0.2985,0.0172
llama33,Meta,individualist,b12,authority,Authority,0.438,0.049
llama33,Meta,individualist,b12,domain_boundary,Moral Domain,0.4301,0.0668
llama33,Meta,individualist,b12,scope,Obligation Scope,0.4169,0.0419
llama33,Meta,individualist,all48,moral_agent,Moral Agent,0.2889,0.0093
llama33,Meta,individualist,all48,authority,Authority,0.2604,0.0272
llama33,Meta,individualist,all48,domain_boundary,Moral Domain,0.2878,0.0168
llama33,Meta,individualist,all48,scope,Obligation Scope,0.1893,0.0105
llama33,Meta,irrelevant,b12,moral_agent,Moral Agent,-0.3065,0.0378
llama33,Meta,irrelevant,b12,authority,Authority,0.0927,0.0668
llama33,Meta,irrelevant,b12,domain_boundary,Moral Domain,-0.1701,0.0426
llama33,Meta,irrelevant,b12,scope,Obligation Scope,0.0311,0.0653
llama33,Meta,irrelevant,all48,moral_agent,Moral Agent,-0.1557,0.0184
llama33,Meta,irrelevant,all48,authority,Authority,0.0768,0.0208
llama33,Meta,irrelevant,all48,domain_boundary,Moral Domain,-0.2072,0.0117
llama33,Meta,irrelevant,all48,scope,Obligation Scope,0.098,0.0351
llama33,Meta,neutral,b12,moral_agent,Moral Agent,-0.0392,0.0213
llama33,Meta,neutral,b12,authority,Authority,0.1227,0.0208
llama33,Meta,neutral,b12,domain_boundary,Moral Domain,0.1667,0.0128
llama33,Meta,neutral,b12,scope,Obligation Scope,0.2276,0.023
llama33,Meta,neutral,all48,moral_agent,Moral Agent,0.0231,0.0131
llama33,Meta,neutral,all48,authority,Authority,0.0917,0.0186
llama33,Meta,neutral,all48,domain_boundary,Moral Domain,-0.0345,0.0169
llama33,Meta,neutral,all48,scope,Obligation Scope,0.1657,0.0042
llama33,Meta,nonsense_color,b12,moral_agent,Moral Agent,-0.3293,0.0614
llama33,Meta,nonsense_color,b12,authority,Authority,0.122,0.0522
llama33,Meta,nonsense_color,b12,domain_boundary,Moral Domain,-0.1559,0.0393
llama33,Meta,nonsense_color,b12,scope,Obligation Scope,0.0741,0.0227
llama33,Meta,nonsense_color,all48,moral_agent,Moral Agent,-0.1143,0.0344
llama33,Meta,nonsense_color,all48,authority,Authority,0.0963,0.0177
llama33,Meta,nonsense_color,all48,domain_boundary,Moral Domain,-0.2099,0.026
llama33,Meta,nonsense_color,all48,scope,Obligation Scope,0.0931,0.0196
llama33,Meta,nonsense_geometry,b12,moral_agent,Moral Agent,-0.3057,0.0654
llama33,Meta,nonsense_geometry,b12,authority,Authority,0.156,0.0586
llama33,Meta,nonsense_geometry,b12,domain_boundary,Moral Domain,-0.1831,0.0311
llama33,Meta,nonsense_geometry,b12,scope,Obligation Scope,0.1188,0.0352
llama33,Meta,nonsense_geometry,all48,moral_agent,Moral Agent,-0.1093,0.0231
llama33,Meta,nonsense_geometry,all48,authority,Authority,0.1068,0.0207
llama33,Meta,nonsense_geometry,all48,domain_boundary,Moral Domain,-0.2605,0.0252
llama33,Meta,nonsense_geometry,all48,scope,Obligation Scope,0.1397,0.0245
minimax,MiniMax,collectivist,b12,moral_agent,Moral Agent,-0.4841,0.0288
minimax,MiniMax,collectivist,b12,authority,Authority,-0.333,0.0594
minimax,MiniMax,collectivist,b12,domain_boundary,Moral Domain,-0.5566,0.0845
minimax,MiniMax,collectivist,b12,scope,Obligation Scope,-0.1985,0.0589
minimax,MiniMax,collectivist,all48,moral_agent,Moral Agent,-0.4229,0.0136
minimax,MiniMax,collectivist,all48,authority,Authority,-0.1595,0.0239
minimax,MiniMax,collectivist,all48,domain_boundary,Moral Domain,-0.4711,0.043
minimax,MiniMax,collectivist,all48,scope,Obligation Scope,-0.0975,0.0466
minimax,MiniMax,egalitarian,b12,moral_agent,Moral Agent,0.1841,0.0879
minimax,MiniMax,egalitarian,b12,authority,Authority,0.1906,0.113
minimax,MiniMax,egalitarian,b12,domain_boundary,Moral Domain,0.39,0.0537
minimax,MiniMax,egalitarian,b12,scope,Obligation Scope,0.3939,0.0608
minimax,MiniMax,egalitarian,all48,moral_agent,Moral Agent,0.1394,0.0399
minimax,MiniMax,egalitarian,all48,authority,Authority,0.216,0.041
minimax,MiniMax,egalitarian,all48,domain_boundary,Moral Domain,0.0501,0.0263
minimax,MiniMax,egalitarian,all48,scope,Obligation Scope,0.3104,0.0327
minimax,MiniMax,hierarchical,b12,moral_agent,Moral Agent,-0.3413,0.077
minimax,MiniMax,hierarchical,b12,authority,Authority,-0.5243,0.0529
minimax,MiniMax,hierarchical,b12,domain_boundary,Moral Domain,-0.5975,0.0421
minimax,MiniMax,hierarchical,b12,scope,Obligation Scope,-0.038,0.0821
minimax,MiniMax,hierarchical,all48,moral_agent,Moral Agent,-0.421,0.0353
minimax,MiniMax,hierarchical,all48,authority,Authority,-0.3884,0.0355
minimax,MiniMax,hierarchical,all48,domain_boundary,Moral Domain,-0.3752,0.0181
minimax,MiniMax,hierarchical,all48,scope,Obligation Scope,-0.1527,0.0377
minimax,MiniMax,individualist,b12,moral_agent,Moral Agent,0.3513,0.0252
minimax,MiniMax,individualist,b12,authority,Authority,0.3313,0.0331
minimax,MiniMax,individualist,b12,domain_boundary,Moral Domain,0.5299,0.0231
minimax,MiniMax,individualist,b12,scope,Obligation Scope,0.3191,0.0834
minimax,MiniMax,individualist,all48,moral_agent,Moral Agent,0.3428,0.0277
minimax,MiniMax,individualist,all48,authority,Authority,0.2572,0.0213
minimax,MiniMax,individualist,all48,domain_boundary,Moral Domain,0.4507,0.0304
minimax,MiniMax,individualist,all48,scope,Obligation Scope,0.0436,0.0297
minimax,MiniMax,irrelevant,b12,moral_agent,Moral Agent,-0.3019,0.0545
minimax,MiniMax,irrelevant,b12,authority,Authority,-0.2183,0.074
minimax,MiniMax,irrelevant,b12,domain_boundary,Moral Domain,-0.2719,0.0451
minimax,MiniMax,irrelevant,b12,scope,Obligation Scope,0.0775,0.0977
minimax,MiniMax,irrelevant,all48,moral_agent,Moral Agent,-0.249,0.0198
minimax,MiniMax,irrelevant,all48,authority,Authority,-0.0786,0.0307
minimax,MiniMax,irrelevant,all48,domain_boundary,Moral Domain,-0.276,0.021
minimax,MiniMax,irrelevant,all48,scope,Obligation Scope,0.0174,0.0182
minimax,MiniMax,neutral,b12,moral_agent,Moral Agent,-0.0459,0.0287
minimax,MiniMax,neutral,b12,authority,Authority,0.0385,0.0527
minimax,MiniMax,neutral,b12,domain_boundary,Moral Domain,0.3043,0.0406
minimax,MiniMax,neutral,b12,scope,Obligation Scope,0.2103,0.0276
minimax,MiniMax,neutral,all48,moral_agent,Moral Agent,0.0059,0.017
minimax,MiniMax,neutral,all48,authority,Authority,0.0461,0.0183
minimax,MiniMax,neutral,all48,domain_boundary,Moral Domain,0.0591,0.0268
minimax,MiniMax,neutral,all48,scope,Obligation Scope,0.1216,0.0104
minimax,MiniMax,nonsense_color,b12,moral_agent,Moral Agent,-0.3236,0.0932
minimax,MiniMax,nonsense_color,b12,authority,Authority,-0.036,0.0649
minimax,MiniMax,nonsense_color,b12,domain_boundary,Moral Domain,-0.2677,0.0496
minimax,MiniMax,nonsense_color,b12,scope,Obligation Scope,-0.0179,0.0593
minimax,MiniMax,nonsense_color,all48,moral_agent,Moral Agent,-0.1621,0.0291
minimax,MiniMax,nonsense_color,all48,authority,Authority,0.025,0.0263
minimax,MiniMax,nonsense_color,all48,domain_boundary,Moral Domain,-0.2929,0.0291
minimax,MiniMax,nonsense_color,all48,scope,Obligation Scope,0.0402,0.0257
minimax,MiniMax,nonsense_geometry,b12,moral_agent,Moral Agent,-0.2384,0.0276
minimax,MiniMax,nonsense_geometry,b12,authority,Authority,-0.1215,0.1269
minimax,MiniMax,nonsense_geometry,b12,domain_boundary,Moral Domain,-0.1585,0.1151
minimax,MiniMax,nonsense_geometry,b12,scope,Obligation Scope,0.1481,0.0794
minimax,MiniMax,nonsense_geometry,all48,moral_agent,Moral Agent,-0.1546,0.0352
minimax,MiniMax,nonsense_geometry,all48,authority,Authority,-0.0063,0.0159
minimax,MiniMax,nonsense_geometry,all48,domain_boundary,Moral Domain,-0.264,0.0386
minimax,MiniMax,nonsense_geometry,all48,scope,Obligation Scope,0.0965,0.0436
mistral_large,Mistral,collectivist,b12,moral_agent,Moral Agent,-0.7086,0.0577
mistral_large,Mistral,collectivist,b12,authority,Authority,-0.436,0.0346
mistral_large,Mistral,collectivist,b12,domain_boundary,Moral Domain,-0.6418,0.0455
mistral_large,Mistral,collectivist,b12,scope,Obligation Scope,-0.1788,0.1542
mistral_large,Mistral,collectivist,all48,moral_agent,Moral Agent,-0.5515,0.0112
mistral_large,Mistral,collectivist,all48,authority,Authority,-0.2212,0.0435
mistral_large,Mistral,collectivist,all48,domain_boundary,Moral Domain,-0.5915,0.0234
mistral_large,Mistral,collectivist,all48,scope,Obligation Scope,-0.0556,0.0665
mistral_large,Mistral,egalitarian,b12,moral_agent,Moral Agent,-0.1232,0.1324
mistral_large,Mistral,egalitarian,b12,authority,Authority,0.242,0.022
mistral_large,Mistral,egalitarian,b12,domain_boundary,Moral Domain,0.4263,0.0267
mistral_large,Mistral,egalitarian,b12,scope,Obligation Scope,0.3633,0.0289
mistral_large,Mistral,egalitarian,all48,moral_agent,Moral Agent,0.0391,0.0479
mistral_large,Mistral,egalitarian,all48,authority,Authority,0.2406,0.0064
mistral_large,Mistral,egalitarian,all48,domain_boundary,Moral Domain,0.1029,0.0213
mistral_large,Mistral,egalitarian,all48,scope,Obligation Scope,0.3628,0.028
mistral_large,Mistral,hierarchical,b12,moral_agent,Moral Agent,-0.6141,0.0292
mistral_large,Mistral,hierarchical,b12,authority,Authority,-0.6311,0.0311
mistral_large,Mistral,hierarchical,b12,domain_boundary,Moral Domain,-0.754,0.0698
mistral_large,Mistral,hierarchical,b12,scope,Obligation Scope,0.0163,0.143
mistral_large,Mistral,hierarchical,all48,moral_agent,Moral Agent,-0.5946,0.0172
mistral_large,Mistral,hierarchical,all48,authority,Authority,-0.5263,0.0189
mistral_large,Mistral,hierarchical,all48,domain_boundary,Moral Domain,-0.5688,0.0254
mistral_large,Mistral,hierarchical,all48,scope,Obligation Scope,-0.1471,0.0574
mistral_large,Mistral,individualist,b12,moral_agent,Moral Agent,0.4844,0.0335
mistral_large,Mistral,individualist,b12,authority,Authority,0.4913,0.0705
mistral_large,Mistral,individualist,b12,domain_boundary,Moral Domain,0.7199,0.0146
mistral_large,Mistral,individualist,b12,scope,Obligation Scope,0.576,0.0467
mistral_large,Mistral,individualist,all48,moral_agent,Moral Agent,0.5207,0.0066
mistral_large,Mistral,individualist,all48,authority,Authority,0.4304,0.0275
mistral_large,Mistral,individualist,all48,domain_boundary,Moral Domain,0.6447,0.0208
mistral_large,Mistral,individualist,all48,scope,Obligation Scope,0.1346,0.0119
mistral_large,Mistral,irrelevant,b12,moral_agent,Moral Agent,-0.5067,0.0529
mistral_large,Mistral,irrelevant,b12,authority,Authority,-0.174,0.0793
mistral_large,Mistral,irrelevant,b12,domain_boundary,Moral Domain,-0.4869,0.0409
mistral_large,Mistral,irrelevant,b12,scope,Obligation Scope,-0.0943,0.0331
mistral_large,Mistral,irrelevant,all48,moral_agent,Moral Agent,-0.3723,0.0321
mistral_large,Mistral,irrelevant,all48,authority,Authority,-0.1059,0.0322
mistral_large,Mistral,irrelevant,all48,domain_boundary,Moral Domain,-0.4526,0.0285
mistral_large,Mistral,irrelevant,all48,scope,Obligation Scope,-0.0026,0.0345
mistral_large,Mistral,neutral,b12,moral_agent,Moral Agent,-0.1476,0.0262
mistral_large,Mistral,neutral,b12,authority,Authority,0.082,0.0233
mistral_large,Mistral,neutral,b12,domain_boundary,Moral Domain,0.2541,0.0253
mistral_large,Mistral,neutral,b12,scope,Obligation Scope,0.2304,0.0216
mistral_large,Mistral,neutral,all48,moral_agent,Moral Agent,-0.0679,0.0162
mistral_large,Mistral,neutral,all48,authority,Authority,0.052,0.0108
mistral_large,Mistral,neutral,all48,domain_boundary,Moral Domain,-0.0476,0.0201
mistral_large,Mistral,neutral,all48,scope,Obligation Scope,0.1445,0.0184
mistral_large,Mistral,nonsense_color,b12,moral_agent,Moral Agent,-0.4491,0.0217
mistral_large,Mistral,nonsense_color,b12,authority,Authority,0.0547,0.0528
mistral_large,Mistral,nonsense_color,b12,domain_boundary,Moral Domain,-0.3507,0.075
mistral_large,Mistral,nonsense_color,b12,scope,Obligation Scope,-0.0293,0.0588
mistral_large,Mistral,nonsense_color,all48,moral_agent,Moral Agent,-0.2975,0.0128
mistral_large,Mistral,nonsense_color,all48,authority,Authority,0.0198,0.0275
mistral_large,Mistral,nonsense_color,all48,domain_boundary,Moral Domain,-0.433,0.0267
mistral_large,Mistral,nonsense_color,all48,scope,Obligation Scope,0.0517,0.021
mistral_large,Mistral,nonsense_geometry,b12,moral_agent,Moral Agent,-0.4489,0.0381
mistral_large,Mistral,nonsense_geometry,b12,authority,Authority,-0.1093,0.0784
mistral_large,Mistral,nonsense_geometry,b12,domain_boundary,Moral Domain,-0.5023,0.0437
mistral_large,Mistral,nonsense_geometry,b12,scope,Obligation Scope,0.2115,0.0694
mistral_large,Mistral,nonsense_geometry,all48,moral_agent,Moral Agent,-0.3398,0.0048
mistral_large,Mistral,nonsense_geometry,all48,authority,Authority,-0.0209,0.0429
mistral_large,Mistral,nonsense_geometry,all48,domain_boundary,Moral Domain,-0.5082,0.0187
mistral_large,Mistral,nonsense_geometry,all48,scope,Obligation Scope,0.1633,0.0215
o3,OpenAI,collectivist,b12,moral_agent,Moral Agent,-0.5444,0.0144
o3,OpenAI,collectivist,b12,authority,Authority,-0.115,0.0732
o3,OpenAI,collectivist,b12,domain_boundary,Moral Domain,-0.5929,0.0273
o3,OpenAI,collectivist,b12,scope,Obligation Scope,-0.1644,0.028
o3,OpenAI,collectivist,all48,moral_agent,Moral Agent,-0.4325,0.0151
o3,OpenAI,collectivist,all48,authority,Authority,-0.1142,0.0271
o3,OpenAI,collectivist,all48,domain_boundary,Moral Domain,-0.5233,0.0165
o3,OpenAI,collectivist,all48,scope,Obligation Scope,-0.0884,0.0194
o3,OpenAI,egalitarian,b12,moral_agent,Moral Agent,-0.1491,0.0757
o3,OpenAI,egalitarian,b12,authority,Authority,0.2527,0.0256
o3,OpenAI,egalitarian,b12,domain_boundary,Moral Domain,0.2981,0.0406
o3,OpenAI,egalitarian,b12,scope,Obligation Scope,0.3823,0.0326
o3,OpenAI,egalitarian,all48,moral_agent,Moral Agent,0.0332,0.0279
o3,OpenAI,egalitarian,all48,authority,Authority,0.1937,0.0076
o3,OpenAI,egalitarian,all48,domain_boundary,Moral Domain,-0.0058,0.0219
o3,OpenAI,egalitarian,all48,scope,Obligation Scope,0.2988,0.0154
o3,OpenAI,hierarchical,b12,moral_agent,Moral Agent,-0.4574,0.0127
o3,OpenAI,hierarchical,b12,authority,Authority,-0.5303,0.0287
o3,OpenAI,hierarchical,b12,domain_boundary,Moral Domain,-0.6525,0.0366
o3,OpenAI,hierarchical,b12,scope,Obligation Scope,-0.0901,0.0744
o3,OpenAI,hierarchical,all48,moral_agent,Moral Agent,-0.4845,0.0134
o3,OpenAI,hierarchical,all48,authority,Authority,-0.4899,0.0249
o3,OpenAI,hierarchical,all48,domain_boundary,Moral Domain,-0.4764,0.022
o3,OpenAI,hierarchical,all48,scope,Obligation Scope,-0.0969,0.0338
o3,OpenAI,individualist,b12,moral_agent,Moral Agent,0.338,0.0445
o3,OpenAI,individualist,b12,authority,Authority,0.3833,0.0152
o3,OpenAI,individualist,b12,domain_boundary,Moral Domain,0.4899,0.0376
o3,OpenAI,individualist,b12,scope,Obligation Scope,0.4822,0.0466
o3,OpenAI,individualist,all48,moral_agent,Moral Agent,0.3439,0.0266
o3,OpenAI,individualist,all48,authority,Authority,0.2727,0.0145
o3,OpenAI,individualist,all48,domain_boundary,Moral Domain,0.3673,0.0209
o3,OpenAI,individualist,all48,scope,Obligation Scope,0.1818,0.012
o3,OpenAI,irrelevant,b12,moral_agent,Moral Agent,-0.3225,0.047
o3,OpenAI,irrelevant,b12,authority,Authority,0.0633,0.0676
o3,OpenAI,irrelevant,b12,domain_boundary,Moral Domain,-0.3125,0.061
o3,OpenAI,irrelevant,b12,scope,Obligation Scope,0.0878,0.0255
o3,OpenAI,irrelevant,all48,moral_agent,Moral Agent,-0.2096,0.0052
o3,OpenAI,irrelevant,all48,authority,Authority,0.0009,0.031
o3,OpenAI,irrelevant,all48,domain_boundary,Moral Domain,-0.3209,0.019
o3,OpenAI,irrelevant,all48,scope,Obligation Scope,0.0455,0.0168
o3,OpenAI,neutral,b12,moral_agent,Moral Agent,-0.0377,0.0126
o3,OpenAI,neutral,b12,authority,Authority,0.1833,0.0122
o3,OpenAI,neutral,b12,domain_boundary,Moral Domain,0.2516,0.0094
o3,OpenAI,neutral,b12,scope,Obligation Scope,0.207,0.0389
o3,OpenAI,neutral,all48,moral_agent,Moral Agent,0.0352,0.0097
o3,OpenAI,neutral,all48,authority,Authority,0.1124,0.0092
o3,OpenAI,neutral,all48,domain_boundary,Moral Domain,-0.0107,0.0114
o3,OpenAI,neutral,all48,scope,Obligation Scope,0.1371,0.01
o3,OpenAI,nonsense_color,b12,moral_agent,Moral Agent,-0.3453,0.0179
o3,OpenAI,nonsense_color,b12,authority,Authority,0.036,0.0348
o3,OpenAI,nonsense_color,b12,domain_boundary,Moral Domain,-0.1116,0.1074
o3,OpenAI,nonsense_color,b12,scope,Obligation Scope,0.0241,0.0177
o3,OpenAI,nonsense_color,all48,moral_agent,Moral Agent,-0.1749,0.0138
o3,OpenAI,nonsense_color,all48,authority,Authority,0.0231,0.0138
o3,OpenAI,nonsense_color,all48,domain_boundary,Moral Domain,-0.2959,0.0403
o3,OpenAI,nonsense_color,all48,scope,Obligation Scope,0.0568,0.0233
o3,OpenAI,nonsense_geometry,b12,moral_agent,Moral Agent,-0.2937,0.0173
o3,OpenAI,nonsense_geometry,b12,authority,Authority,0.13,0.0141
o3,OpenAI,nonsense_geometry,b12,domain_boundary,Moral Domain,-0.0599,0.0577
o3,OpenAI,nonsense_geometry,b12,scope,Obligation Scope,0.1319,0.0585
o3,OpenAI,nonsense_geometry,all48,moral_agent,Moral Agent,-0.126,0.0149
o3,OpenAI,nonsense_geometry,all48,authority,Authority,0.0516,0.0163
o3,OpenAI,nonsense_geometry,all48,domain_boundary,Moral Domain,-0.2701,0.0426
o3,OpenAI,nonsense_geometry,all48,scope,Obligation Scope,0.1438,0.0076
opus,Anthropic,collectivist,b12,moral_agent,Moral Agent,-0.5303,0.0466
opus,Anthropic,collectivist,b12,authority,Authority,-0.1733,0.0306
opus,Anthropic,collectivist,b12,domain_boundary,Moral Domain,-0.5374,0.0443
opus,Anthropic,collectivist,b12,scope,Obligation Scope,-0.332,0.0448
opus,Anthropic,collectivist,all48,moral_agent,Moral Agent,-0.3945,0.0229
opus,Anthropic,collectivist,all48,authority,Authority,-0.0997,0.0155
opus,Anthropic,collectivist,all48,domain_boundary,Moral Domain,-0.471,0.0141
opus,Anthropic,collectivist,all48,scope,Obligation Scope,-0.1788,0.0297
opus,Anthropic,egalitarian,b12,moral_agent,Moral Agent,-0.159,0.05
opus,Anthropic,egalitarian,b12,authority,Authority,0.1483,0.0116
opus,Anthropic,egalitarian,b12,domain_boundary,Moral Domain,0.3497,0.0155
opus,Anthropic,egalitarian,b12,scope,Obligation Scope,0.3675,0.0214
opus,Anthropic,egalitarian,all48,moral_agent,Moral Agent,0.0028,0.0192
opus,Anthropic,egalitarian,all48,authority,Authority,0.1713,0.0126
opus,Anthropic,egalitarian,all48,domain_boundary,Moral Domain,0.0327,0.0257
opus,Anthropic,egalitarian,all48,scope,Obligation Scope,0.283,0.0123
opus,Anthropic,hierarchical,b12,moral_agent,Moral Agent,-0.509,0.0374
opus,Anthropic,hierarchical,b12,authority,Authority,-0.4386,0.026
opus,Anthropic,hierarchical,b12,domain_boundary,Moral Domain,-0.6027,0.0333
opus,Anthropic,hierarchical,b12,scope,Obligation Scope,-0.2514,0.0568
opus,Anthropic,hierarchical,all48,moral_agent,Moral Agent,-0.4363,0.0088
opus,Anthropic,hierarchical,all48,authority,Authority,-0.3303,0.02
opus,Anthropic,hierarchical,all48,domain_boundary,Moral Domain,-0.4471,0.009
opus,Anthropic,hierarchical,all48,scope,Obligation Scope,-0.1529,0.0155
opus,Anthropic,individualist,b12,moral_agent,Moral Agent,0.3306,0.0146
opus,Anthropic,individualist,b12,authority,Authority,0.3787,0.0245
opus,Anthropic,individualist,b12,domain_boundary,Moral Domain,0.5506,0.0165
opus,Anthropic,individualist,b12,scope,Obligation Scope,0.4173,0.0249
opus,Anthropic,individualist,all48,moral_agent,Moral Agent,0.3447,0.0162
opus,Anthropic,individualist,all48,authority,Authority,0.3049,0.0069
opus,Anthropic,individualist,all48,domain_boundary,Moral Domain,0.4087,0.0211
opus,Anthropic,individualist,all48,scope,Obligation Scope,0.1898,0.0209
opus,Anthropic,irrelevant,b12,moral_agent,Moral Agent,-0.3789,0.0244
opus,Anthropic,irrelevant,b12,authority,Authority,0.0679,0.0221
opus,Anthropic,irrelevant,b12,domain_boundary,Moral Domain,-0.1524,0.0451
opus,Anthropic,irrelevant,b12,scope,Obligation Scope,-0.0111,0.1022
opus,Anthropic,irrelevant,all48,moral_agent,Moral Agent,-0.2942,0.0129
opus,Anthropic,irrelevant,all48,authority,Authority,0.0402,0.0224
opus,Anthropic,irrelevant,all48,domain_boundary,Moral Domain,-0.2287,0.0135
opus,Anthropic,irrelevant,all48,scope,Obligation Scope,-0.0239,0.031
opus,Anthropic,neutral,b12,moral_agent,Moral Agent,-0.0879,0.0198
opus,Anthropic,neutral,b12,authority,Authority,0.1215,0.0057
opus,Anthropic,neutral,b12,domain_boundary,Moral Domain,0.3303,0.0124
opus,Anthropic,neutral,b12,scope,Obligation Scope,0.2188,0.0373
opus,Anthropic,neutral,all48,moral_agent,Moral Agent,0.0063,0.0203
opus,Anthropic,neutral,all48,authority,Authority,0.0968,0.0069
opus,Anthropic,neutral,all48,domain_boundary,Moral Domain,0.037,0.0084
opus,Anthropic,neutral,all48,scope,Obligation Scope,0.1169,0.0149
opus,Anthropic,nonsense_color,b12,moral_agent,Moral Agent,-0.3669,0.0202
opus,Anthropic,nonsense_color,b12,authority,Authority,0.159,0.0318
opus,Anthropic,nonsense_color,b12,domain_boundary,Moral Domain,-0.0165,0.0174
opus,Anthropic,nonsense_color,b12,scope,Obligation Scope,0.0519,0.0947
opus,Anthropic,nonsense_color,all48,moral_agent,Moral Agent,-0.1753,0.0145
opus,Anthropic,nonsense_color,all48,authority,Authority,0.1054,0.0226
opus,Anthropic,nonsense_color,all48,domain_boundary,Moral Domain,-0.2357,0.0123
opus,Anthropic,nonsense_color,all48,scope,Obligation Scope,0.0424,0.0249
opus,Anthropic,nonsense_geometry,b12,moral_agent,Moral Agent,-0.3417,0.0242
opus,Anthropic,nonsense_geometry,b12,authority,Authority,0.1744,0.0228
opus,Anthropic,nonsense_geometry,b12,domain_boundary,Moral Domain,0.0487,0.0189
opus,Anthropic,nonsense_geometry,b12,scope,Obligation Scope,0.0521,0.0553
opus,Anthropic,nonsense_geometry,all48,moral_agent,Moral Agent,-0.1435,0.0124
opus,Anthropic,nonsense_geometry,all48,authority,Authority,0.1061,0.0153
opus,Anthropic,nonsense_geometry,all48,domain_boundary,Moral Domain,-0.2021,0.0174
opus,Anthropic,nonsense_geometry,all48,scope,Obligation Scope,0.0679,0.0158
sonnet,Anthropic,collectivist,b12,moral_agent,Moral Agent,-0.5057,0.0184
sonnet,Anthropic,collectivist,b12,authority,Authority,-0.3399,0.0407
sonnet,Anthropic,collectivist,b12,domain_boundary,Moral Domain,-0.4751,0.0598
sonnet,Anthropic,collectivist,b12,scope,Obligation Scope,-0.2711,0.0366
sonnet,Anthropic,collectivist,all48,moral_agent,Moral Agent,-0.4398,0.0039
sonnet,Anthropic,collectivist,all48,authority,Authority,-0.1708,0.0146
sonnet,Anthropic,collectivist,all48,domain_boundary,Moral Domain,-0.4208,0.0226
sonnet,Anthropic,collectivist,all48,scope,Obligation Scope,-0.2496,0.0336
sonnet,Anthropic,egalitarian,b12,moral_agent,Moral Agent,0.091,0.0232
sonnet,Anthropic,egalitarian,b12,authority,Authority,0.0913,0.0352
sonnet,Anthropic,egalitarian,b12,domain_boundary,Moral Domain,0.3715,0.0242
sonnet,Anthropic,egalitarian,b12,scope,Obligation Scope,0.4427,0.0272
sonnet,Anthropic,egalitarian,all48,moral_agent,Moral Agent,0.109,0.0135
sonnet,Anthropic,egalitarian,all48,authority,Authority,0.1409,0.0099
sonnet,Anthropic,egalitarian,all48,domain_boundary,Moral Domain,0.1097,0.013
sonnet,Anthropic,egalitarian,all48,scope,Obligation Scope,0.2773,0.0128
sonnet,Anthropic,hierarchical,b12,moral_agent,Moral Agent,-0.5376,0.0483
sonnet,Anthropic,hierarchical,b12,authority,Authority,-0.5165,0.0352
sonnet,Anthropic,hierarchical,b12,domain_boundary,Moral Domain,-0.4956,0.0317
sonnet,Anthropic,hierarchical,b12,scope,Obligation Scope,-0.1271,0.0898
sonnet,Anthropic,hierarchical,all48,moral_agent,Moral Agent,-0.5143,0.0126
sonnet,Anthropic,hierarchical,all48,authority,Authority,-0.3992,0.0124
sonnet,Anthropic,hierarchical,all48,domain_boundary,Moral Domain,-0.4068,0.0271
sonnet,Anthropic,hierarchical,all48,scope,Obligation Scope,-0.268,0.0526
sonnet,Anthropic,individualist,b12,moral_agent,Moral Agent,0.4301,0.0275
sonnet,Anthropic,individualist,b12,authority,Authority,0.3877,0.0217
sonnet,Anthropic,individualist,b12,domain_boundary,Moral Domain,0.5313,0.0209
sonnet,Anthropic,individualist,b12,scope,Obligation Scope,0.4761,0.0343
sonnet,Anthropic,individualist,all48,moral_agent,Moral Agent,0.4292,0.0099
sonnet,Anthropic,individualist,all48,authority,Authority,0.3289,0.0174
sonnet,Anthropic,individualist,all48,domain_boundary,Moral Domain,0.4702,0.0145
sonnet,Anthropic,individualist,all48,scope,Obligation Scope,0.1211,0.0201
sonnet,Anthropic,irrelevant,b12,moral_agent,Moral Agent,-0.2523,0.0703
sonnet,Anthropic,irrelevant,b12,authority,Authority,-0.0813,0.0297
sonnet,Anthropic,irrelevant,b12,domain_boundary,Moral Domain,-0.1393,0.0412
sonnet,Anthropic,irrelevant,b12,scope,Obligation Scope,0.2264,0.0541
sonnet,Anthropic,irrelevant,all48,moral_agent,Moral Agent,-0.2166,0.0333
sonnet,Anthropic,irrelevant,all48,authority,Authority,0.0001,0.01
sonnet,Anthropic,irrelevant,all48,domain_boundary,Moral Domain,-0.1337,0.0194
sonnet,Anthropic,irrelevant,all48,scope,Obligation Scope,0.0495,0.0231
